SG_SG,SG_PL,PL_SG,PL_PL,sent
-49.268810340881345,-48.733017402648926,-59.193746475219726,-59.165140304565426,occult
-56.36697128295897,-55.84362371826172,-61.79188108062744,-57.60373558807373,occultist
-51.697362281799315,-54.18869361877442,-55.54781862640381,-52.18555104064942,occupant
-59.55326232147217,-61.4374899597168,-59.83259976196289,-56.29639214324951,occupier
-59.167669609069826,-59.98380551147461,-68.61614636230469,-64.39963208007812,oceanographer
-61.1171289138794,-60.334833198547365,-69.42853409576416,-66.43313340759278,oddball
-57.576861419677726,-60.72537771606445,-63.78085662841797,-59.011280448913574,offender
-54.58193172454834,-53.31064498901368,-57.293445602417,-54.46618329620361,official
-51.67884108734131,-50.9154850769043,-59.856731880187986,-55.68146138763428,offspring
-61.976351150512706,-61.925359016418454,-65.33559271240236,-62.31748404693604,oiler
-52.703177879333495,-54.92229235839844,-57.58241003417969,-54.59769564819336,opener
-58.14414956665039,-60.76074702453613,-62.593407539367675,-58.49128462219238,operator
-50.77702016448975,-54.26639091491699,-58.07123310852051,-54.54981453704834,opponent
-48.30113690185547,-47.83412407684326,-53.51406268310547,-49.02352180480957,opposite
-52.63879872131348,-54.229095726013185,-57.976599975585934,-54.264674781799314,opposition
-52.6849965209961,-56.24451493835449,-58.65535234069824,-56.047610702514646,organism
-59.090800872802724,-59.1984787979126,-63.155586990356454,-61.154525787353506,originator
-53.09514191436767,-54.6189937133789,-49.026541206359866,-44.81526186370849,orphan
-51.893478286743154,-52.41101557159424,-56.628014678955076,-53.0559446258545,ostrich
-55.98820707702637,-55.24079590606689,-60.46028575897217,-55.36749717712402,outcast
-54.30378896331787,-55.48934282684326,-57.51017855834961,-53.6961128616333,outdoorsman
-53.47786180877686,-54.82464140319824,-58.14747138977051,-54.168087059021,outsider
-58.95674261474609,-60.27312059020996,-61.94245236968994,-58.81998831176758,overlord
-52.53695140075683,-54.42324124145508,-59.17720018005371,-55.78063358306885,owner
-54.01077729797363,-53.42811545562744,-62.921948905944824,-59.03840726470947,pacifist
-50.24792360687256,-49.80906942749024,-52.185338722229005,-48.237981147766114,pagan
-58.3140327835083,-60.21389054107666,-59.651021209716795,-55.531186073303225,pal
-61.483505195617674,-61.505789237976074,-65.48184611511229,-63.06036895751953,palaeontologist
-60.44390853881836,-61.03288233184814,-65.80026139831543,-63.42392855072021,paleontologist
-48.377127853393546,-48.90756362152099,-52.38690146636963,-50.980581314086905,pansy
-57.920491897583005,-59.50420294189453,-69.13888918304443,-64.55837655639648,parachutist
-56.027454147338865,-55.16066546630859,-64.67614223480224,-62.02060726928711,paraplegic
-54.28820922088623,-55.082608741760254,-58.53986696624756,-55.536435623168956,parasite
-54.621579795837405,-53.71187232208252,-52.17982843780518,-47.40888481140136,parent
-55.97265937805176,-55.67692981719971,-56.002192176818845,-52.4014323348999,pariah
-63.998271011352536,-65.04561882781982,-65.10450914001464,-62.57010736083984,parliamentarian
-52.00630384826661,-53.405124000549314,-59.74303835296631,-55.46547041320801,parrot
-53.32375050354004,-56.79671290588379,-55.80792527008057,-52.693039558410646,participant
-55.4165883026123,-54.53254667663574,-59.53779600524902,-55.41380184173584,partisan
-56.977900131225596,-59.0125530166626,-58.24442524719238,-53.47583082580567,partner
-48.18597499084473,-50.30284391784668,-55.740109954833976,-51.02579106903076,party
-51.05502950286865,-52.54388189697266,-60.26235307312012,-56.83590787506103,pasha
-53.77736318206787,-53.32558799743652,-54.181200141906736,-50.570687812805176,passenger
-61.81492420959473,-63.11822848510742,-66.73348056030274,-65.75311799621582,passer
-62.32461859893799,-62.6508526763916,-64.1549633102417,-59.96523754119873,pathfinder
-47.807317527771,-49.96581285095215,-56.11124361419678,-51.723327873229984,patient
-53.113184242248536,-52.912094779968264,-60.30160362243653,-55.83882122802734,patrician
-54.48885296630859,-55.8163441696167,-61.78454662322998,-57.349707862854004,patriot
-66.86799893188477,-69.19329655456544,-69.12487956237793,-64.92784493255616,payer
-56.951204551696776,-55.321937705993655,-62.79476126098633,-58.437418403625486,pedestrian
-56.00272541046142,-56.07008183288574,-57.51105896759033,-54.396559226989744,peer
-60.366486267089854,-59.69615867614746,-56.856210479736326,-52.882700088500975,perfectionist
-51.003683616638185,-53.94449011993408,-55.87251010894775,-52.492338584899905,performer
-53.26742961120606,-53.41385836791992,-50.88170810699463,-48.2425212097168,person
-49.53495545959473,-52.769274940490725,-55.04674322509766,-51.772334815979,personage
-52.480572914123535,-52.93123420715333,-57.87503056335449,-54.685545402526856,personification
-56.26658504486084,-54.05430728149414,-55.36531147766113,-51.90916619873047,pet
-58.45598341369629,-61.996532569885254,-60.14160556030274,-56.37527571868897,petitioner
-61.72376301574707,-60.573369163513185,-53.78652411651611,-50.08107218170166,philistine
-53.285883682250976,-53.660078369140635,-61.78136067199707,-59.242476959228526,philosopher
-55.89376058197021,-55.81302655029297,-61.55454000091553,-59.72712788391113,physicist
-67.20108535003662,-66.47423439025879,-60.99252533721924,-57.31230768585205,picker
-49.75335772705078,-52.49865121459961,-58.878305374145505,-54.88231600189209,pitcher
-51.62338739013672,-53.23451252746582,-56.11220133209228,-52.89977799224854,planet
-55.39856438446045,-56.36689705657959,-65.36575067138672,-63.44223333740234,planner
-49.50056307220459,-50.81003388214111,-54.253051040649424,-50.76790017700196,plant
-56.572833854675295,-55.77736831665039,-63.55529120635986,-59.90387265777588,planter
-55.65620464324951,-56.74056293487549,-59.16677941894531,-55.635719444274905,plantsman
-49.54466227722168,-52.78318921661377,-55.645688331604006,-51.48371533203125,player
-61.56907291412354,-63.521563339233396,-59.02406689453125,-56.63717790222168,pleaser
-62.40981142425537,-61.168563568115225,-58.89338902282715,-55.21872548675537,plebeian
-58.61618305969238,-60.82171675109864,-58.528210289001464,-55.562321434020994,plotter
-51.40019500732422,-53.98450016021729,-62.23976579284668,-58.3165853805542,poisoner
-54.357543716430655,-55.88025698852539,-58.60012636566162,-57.0445492477417,politician
-66.60900871276857,-68.53382764434815,-67.12744763946533,-64.21492318725586,polymorph
-65.47533466339111,-63.20204075622559,-65.41647724151612,-61.944604118347165,polyploid
-59.721294677734384,-58.97368475341797,-66.07247174835206,-62.219824020385744,populist
-62.782421424865724,-60.6399634475708,-66.75411891937256,-63.34199449157715,positivist
-60.053559089660645,-62.566196853637685,-65.98043885040283,-62.17159149932861,possessor
-54.79854619598389,-56.26024166870117,-59.223983726501466,-56.09410037231445,poster
-48.81507892608643,-51.01432187652588,-61.97785559082031,-59.13945879364014,potentate
-56.71461601257325,-56.876683990478526,-63.53809590911865,-60.40819278717041,powerhouse
-55.86790751647949,-55.57832830810547,-62.982271492004394,-59.56730114746094,pragmatist
-50.49737703704834,-49.480099952697756,-51.72308787536621,-48.02066975402832,prayer
-55.77904634094238,-55.71162255096436,-59.94421154022217,-58.12533770751954,precursor
-56.520004608154295,-57.643516227722166,-59.31996430969238,-57.10490287780762,predecessor
-56.58940155029297,-59.1212663269043,-67.09375102233886,-63.74110189819336,presenter
-66.89131486511229,-65.40154568481445,-63.89021337890625,-60.70242497253418,preserver
-61.81131167602539,-61.88190129852295,-70.81979140472411,-66.50242464447021,preteen
-57.12769025421142,-54.62623983001709,-60.06441564941407,-56.60747373199463,primitive
-47.9640435180664,-51.59249588775635,-53.515487396240225,-49.405434425354,prisoner
-56.42989512634277,-59.0814476852417,-61.22351072692871,-57.603444725036624,processor
-57.85557308959961,-58.668772537231455,-60.67393326568604,-59.398692489624025,producer
-55.136528144836426,-54.08685412597657,-60.718963172912595,-56.98054893493652,professional
-53.97288730621338,-57.143603088378896,-65.89646166229248,-61.91599760437012,profiteer
-56.454814949035644,-58.20960265350342,-62.175990058898925,-60.14744898223877,programmer
-54.44607507324218,-53.63629313659668,-61.05162292480469,-57.3348189239502,progressive
-56.012855560302725,-58.06253921508789,-60.69809030914307,-58.11088522338867,prokaryote
-55.51806439208984,-54.82845204162598,-64.7859243850708,-61.430146171569824,propagandist
-58.65567000579834,-58.533333457946775,-64.72164004516601,-60.917082237243655,propagator
-50.03797483062744,-51.705876205444326,-54.3613148727417,-51.70099813842774,prophet
-58.05698994445801,-58.205462059020995,-65.79780281829834,-61.80220030212402,proponent
-55.854495986938474,-56.7907211227417,-58.07415436553955,-55.43946092224121,prospect
-47.346659599304196,-51.5673960647583,-52.95842851257324,-49.17043216705322,protagonist
-63.238811180114745,-61.869012535095216,-62.559578704833974,-61.79037361907959,protectionist
-55.083169700622555,-54.5586296157837,-62.36335808563233,-59.56640130615234,protector
-64.28188404083252,-65.56868537139893,-58.403643089294434,-54.815402442932125,protester
-50.245228874206546,-50.21251782989502,-65.48536499023436,-61.79787789154053,psychic
-57.00564615631104,-58.1192967376709,-65.43894528198243,-63.19214378356934,publicist
-57.49809034729004,-58.54996569824219,-63.36652527618409,-60.49094398498535,pugilist
