SG_SG,SG_PL,PL_SG,PL_PL,sent
-27.80914979310349,-29.50172077586211,-31.34252201231521,-28.764005884236465,shooter
-31.91901588423644,-33.04173529802959,-35.62114036206897,-34.247962201970445,showman
-29.437660187192048,-30.15402295073889,-32.27468781034484,-29.014187517241375,sibling
-32.57432529064036,-34.38100196059109,-38.0881237142857,-35.258343177339896,signaller
-31.568206628078823,-32.73369944827587,-35.48160221674874,-31.777554568965503,signatory
-30.803878842364558,-32.71104711330049,-35.15595204926111,-31.9472288448276,signer
-30.069969487684727,-32.315186906403945,-34.94151699014774,-31.9429462192118,sitter
-26.184432098522144,-27.294723541871893,-31.398979827586192,-28.498753088669964,slave
-31.653205460591177,-32.771235630541895,-35.099477076354674,-31.722833105911388,slinger
-29.593922315270902,-30.90092143349757,-34.620857780788214,-31.782124600985213,smith
-25.67997035221675,-27.485328147783186,-30.37967580541871,-27.600171226601034,snake
-31.01355786206891,-32.73842466256153,-34.996647556650274,-31.74425157389161,snowboarder
-26.004911504926074,-26.9869806748769,-31.63712452463049,-28.599887940886674,source
-34.41053719458128,-35.13625011822664,-41.215095716748735,-37.735511960591175,southpaw
-29.53075827832509,-30.907608731527077,-33.43951406650251,-30.790800692118268,spaceman
-29.81721061083745,-30.93204462807881,-34.31686027832517,-31.62714161576353,spade
-29.42404393842369,-30.270118894088696,-34.97138541133004,-32.027830007389085,spearhead
-28.70848514532017,-29.597606955664983,-32.88513424137934,-29.707118820197067,specialist
-34.13041581773399,-34.37671526108373,-37.67611738669949,-34.61229583743847,specifier
-27.71814132019705,-29.28829375862071,-31.53986262315269,-28.365661179802927,spectator
-31.25725437931037,-32.5395821453202,-34.91162690147784,-31.705906679802904,speculator
-28.788636807881733,-30.557367199507407,-34.78105979802956,-31.505477467980253,sphinx
-30.060720049261125,-31.212024418719217,-34.86468679556651,-31.8896578226601,splitter
-29.314390379310336,-29.698227958128072,-33.01231313300492,-29.46810791625617,spoiler
-28.362496701970468,-29.81721561083745,-32.648372315270905,-29.49886355665027,sponsor
-27.228952435960608,-28.145281091132976,-28.565413475369464,-27.063623261083738,sport
-30.379696480295593,-31.299977487684718,-34.56364817241377,-31.834371504926104,spotter
-29.29567454433501,-31.276812593596038,-33.77849868965512,-30.6757496182266,spouse
-25.48697792364533,-26.54609705911335,-28.56660938423641,-24.75918569950738,star
-26.58426067241377,-27.145847248768487,-32.690594113300484,-29.18024596059113,starter
-32.19684775862069,-33.00494718719212,-34.29216532512315,-31.13240400000005,stooge
-26.60905725123157,-28.795505871921176,-32.11397949753697,-29.18021951231527,stranger
-33.28959710837437,-33.89355285221671,-38.54682205911326,-36.035502827586214,strikebreaker
-29.34820760098532,-31.012204285714326,-33.477818933497524,-30.24576601970439,striker
-30.754026960591148,-31.939065684729094,-37.468760472906396,-34.43968177586209,stringer
-28.646603379310307,-29.490399773399034,-33.17291680788182,-29.873261073891612,stripper
-25.669464812807888,-27.14477183990145,-29.136590386699535,-25.9157995073892,student
-24.703625975369448,-26.40118333497539,-31.31853473399016,-28.975449778325114,subject
-28.43999149507385,-28.62131682512318,-32.46926029310348,-29.32031313054184,substitute
-29.31755305172413,-29.664896332512306,-34.707933699507386,-31.931846064039416,successor
-28.689244539408893,-31.716456027093617,-32.90748055418716,-30.13945807142858,sufferer
-34.26295151231525,-33.75505775369461,-36.76605023399016,-34.36478398522166,suffragist
-28.118770041871954,-27.9206644261084,-33.98983308374382,-31.051805928571486,superior
-29.908156401477854,-30.006220064039393,-34.51089606650247,-31.63633146059112,superman
