SG_SG,SG_PL,PL_SG,PL_PL,sent
-11.860093207017545,-10.53189408333333,-13.043473877192977,-10.036520335964914,heathen
-13.787934945175442,-12.937910502192981,-15.569138291666665,-13.100874199122806,heavyweight
-9.622225898245613,-11.063815901315797,-12.429104021491234,-10.002129071929824,helper
-9.494779403508772,-12.080251772368412,-12.667247670614044,-9.685625905701755,hero
-13.3702589368421,-11.511662687280696,-14.24647511403509,-11.155320258771916,heterosexual
-10.794019168421041,-10.804463078070183,-12.695075473684204,-9.964595130701758,hobbyist
-11.12997836096492,-13.381184269736831,-14.358500953947368,-12.136203232894742,holder
-10.805111418859653,-11.018380504385963,-12.561215896929829,-10.010714748684208,holidaymaker
-13.227276796052632,-11.482885856140351,-13.048947832456136,-10.10299788991228,homosexual
-11.87096672105263,-11.21118782543859,-11.951015871052634,-9.254569178070176,honey
-12.628593071929819,-11.436496936403493,-13.21115521929825,-10.697547257894726,hopeful
-14.409585736842107,-14.065443249999998,-14.709768657894749,-12.487071836842105,host
-12.193622934649115,-11.736331571491231,-12.751464745614037,-10.25198800263158,householder
-10.740227935526326,-11.708589364473676,-12.970117506578939,-10.769692080263159,hugger
-10.125646860087707,-12.003163620614044,-12.876937173684215,-9.57943354254386,hulk
-16.29786974210526,-14.236367247807012,-14.548410901315787,-12.197329807456144,humanist
-12.596546406578947,-11.162514396929817,-13.60313281710527,-10.874991797368441,humanitarian
-12.204605729824564,-11.86593543596491,-13.306837304824555,-10.583097283333338,humorist
-11.2149167614035,-12.299526190789486,-13.823591767543864,-11.666362899999996,hunter
-10.892243830701757,-10.867527247368423,-13.220833483771935,-11.114690680263159,husbandman
-10.668879334649118,-10.553072945175446,-13.410353717105265,-10.539965574122805,hybrid
-12.82170937061403,-11.559492949561402,-14.309788864035074,-11.291416272807016,idealist
-11.44618039780702,-12.802007011842106,-13.378280861842086,-11.294195532894738,idiot
-10.882553582456152,-11.464197662280702,-13.794290734649124,-11.829452168859653,idler
-11.618322142105253,-11.166995634210537,-13.232741857456135,-10.047218961403509,illusionist
-11.952023061403509,-12.429507947368426,-13.3972185745614,-11.027941495614037,imam
-10.593529949561416,-10.721809169736849,-12.36744668596491,-9.92762603464912,incarnation
-16.960748620614034,-15.419182940350867,-16.791479120614053,-14.455883467105274,independent
-11.2575864622807,-11.28122514166668,-12.587008550877194,-10.17531570964912,individual
-12.82351034429824,-11.335438385087722,-14.058095559210525,-11.067642937719288,individualist
-12.374043033771924,-11.174895700877187,-12.132527854385975,-10.362460377192972,inferior
-10.87470482982456,-12.853229877192984,-13.683834548245619,-11.072621598245613,informant
-10.798011323245609,-10.770588751315797,-14.12949524605264,-11.615694182017544,inhabitant
-10.530880168421053,-12.791847825438595,-13.479928074561407,-9.637381420175435,initiate
-11.963314625877187,-11.274937461842107,-15.057147605701775,-12.539365535087732,insurgent
-13.551486300438595,-11.866783049999993,-12.836736980263154,-10.240825899122807,intellectual
-13.444138403508767,-11.853210823684206,-13.629922673245618,-10.536826180263152,internationalist
-9.822239945614038,-11.629179080263155,-12.298595447368411,-9.976391500877195,interpreter
-12.976967778508785,-11.762762746491239,-11.914711305263154,-9.462463646929825,intimate
-11.618989732456145,-13.213551747807019,-13.079149565789473,-10.759183907456132,intruder
-10.259405554824552,-11.680595382017545,-12.868197585526314,-10.691793384649127,inventor
-11.855530386842112,-14.202432074561408,-13.843257675438592,-11.345304648245616,investigator
-11.548758679824564,-11.498399281140356,-14.2561560986842,-11.532867522368427,investor
-10.931720372368432,-10.442272767982454,-13.255735140350886,-10.570807215350882,irregular
-10.742083310964912,-10.17700185263158,-14.026546127192988,-11.55537259605264,islander
-12.685410557456136,-11.49471352017544,-14.821638967105265,-12.06186681885965,isolationist
-11.358633517982456,-13.26279404385966,-13.822729495614032,-11.124720726754381,jock
-12.406306236842106,-14.633168021929825,-14.74192814692982,-12.103919979385966,judge
-9.65760365921053,-12.212523122807017,-12.524966519736848,-9.830532496491227,jumper
-11.725752699122818,-10.96478334780702,-13.899410289473686,-11.382655320614031,junior
-13.634827046052644,-12.83013113421052,-14.05943740570176,-12.050317163157885,jurist
-11.242819649999996,-10.809444161403515,-13.181556612719302,-9.989046292982449,juvenile
-11.233949900877194,-12.116345085526314,-13.424167960526312,-11.194239900877195,khan
-11.851641970614027,-14.011513212719288,-13.686555449561405,-11.235781830701745,kid
-9.984102357456141,-12.7004550381579,-14.04217834385966,-10.977989007456125,kidnapper
-11.393878093859653,-12.714520429385965,-13.72788966666666,-11.367093210526324,killer
-12.73123310482456,-14.32895617631578,-14.50299983333333,-12.695570909649124,knocker
-12.740080160087723,-14.64126606359649,-13.780097453947356,-11.362781469298248,lad
-11.83977909078947,-11.630059843421044,-12.717602435964913,-9.671989975,lamb
-10.582713595175447,-11.264727722368413,-14.296323842105274,-11.59803177192982,lawmaker
-12.191036204385965,-13.7533208377193,-14.06961990570174,-12.359185675877185,layman
-10.164970652192984,-12.522099133771926,-13.11084575438596,-10.60152066929824,leader
-10.393134266666662,-10.437589459649116,-12.614510592105267,-9.733387735964914,learner
-10.900236382456145,-10.1428522877193,-12.417201331140356,-10.010037317982453,leech
-10.290933686842113,-10.102062451754383,-12.954938289473688,-10.728581142982453,lefty
-13.202914363596484,-11.228337257456145,-13.56676456184212,-10.703439185964918,lesbian
-17.23043393201756,-15.930635271491234,-18.164560081140362,-15.56207907017543,liberal
-15.723594381578948,-13.304193518859654,-14.341765765350887,-10.985407422807024,libertarian
-13.753765218859654,-12.742610938596494,-15.834420125000005,-13.206240706140342,linguist
-9.760343533771938,-10.889123755263157,-15.872590964912277,-13.19244068245614,lion
-9.748280914473687,-10.260228293421047,-13.83802178508772,-11.152848169298242,liquidator
-10.255182605701751,-12.556227596491238,-12.772306311403511,-10.157117594736839,listener
-12.6905876872807,-11.304873041666662,-12.914776059210524,-10.028995155263166,logician
-12.238945912280698,-10.765919788596497,-12.397834118421054,-9.755128403947367,loner
-11.22688595,-12.096751089473686,-13.147166307017546,-11.27644588947368,looker
-12.41528906535088,-13.26815195614034,-13.687817495614029,-11.60135630219298,lord
-13.048645138596482,-14.494849345614044,-14.110850177631571,-10.99607600833333,loser
-11.505279185964904,-10.962154798684214,-12.581314410087721,-10.558889895175446,lot
-10.810692347368423,-10.333594773684212,-12.53124953070174,-9.81078629868421,lout
-9.881333817982457,-11.826082684210535,-13.021657217105258,-10.701388952192985,lover
-11.192797569736848,-10.653293534649132,-12.775275263157893,-10.420641304824562,lunatic
-9.724227696929825,-12.187642280701766,-13.44215446710526,-11.06621007324562,machine
-9.735778373245617,-11.465699525000005,-13.953658584649114,-11.10132817719298,magician
-11.572634514035089,-13.327556508771927,-13.933515190789485,-11.274895859210524,mailer
-10.481757223245614,-12.083966849122785,-13.050405405701762,-10.360326033333337,maker
-11.740714254824569,-12.879872431140349,-13.372628730263154,-9.61430006008772,male
-12.229064600438592,-14.189069750000009,-13.435760791666652,-11.368711842105267,man
-10.911709161403506,-10.275743578508768,-13.338974399999994,-10.133676071929825,marcher
-10.91649337631579,-11.425214404385967,-13.519959041666667,-10.775213607894734,mascot
-11.934499143859641,-12.448266659649127,-14.0730226118421,-12.014387185964914,master
-11.097030685964905,-11.810236301754385,-12.320554495175445,-9.500697989473675,mate
-13.084794919736845,-11.750381707017533,-13.690781537280689,-10.433691562719302,materialist
-12.074579837719305,-11.797990928508785,-13.404230892543874,-10.265958435087725,mathematician
-10.345830034210518,-11.602213353508773,-12.42041515570176,-9.929163737280707,mentor
-11.505407230263149,-12.553824382017536,-13.499469418859661,-11.326658690789476,mercenary
-11.310306026315788,-13.503515831140346,-13.739553916666665,-11.497871033771926,messenger
-12.620613427192975,-11.328115757456144,-13.44609454912281,-10.59424088508772,migrant
-12.411519564912284,-11.691052207894733,-13.289534921491224,-10.407057580263155,millionaire
-11.512574952192972,-10.8608612868421,-14.268398826754368,-11.868886823245607,minor
-15.211733853070172,-14.048678548245617,-14.089494084649113,-11.733194637280693,missionary
-10.054507002631574,-10.69288731929824,-12.796410695175446,-10.290268499561403,model
-11.168527549122802,-11.103947400877175,-12.861567438596484,-10.56180070394737,modeler
-11.324084897368408,-10.870275577631586,-12.901791642543877,-10.258956790350874,modifier
-10.705773625877189,-10.993059770175428,-12.632644002192981,-10.101751040789482,moneymaker
-11.113286537280702,-12.807390087719293,-13.301685155701769,-10.913005617982448,monster
-11.476212578947383,-12.29083248026317,-12.89028261622808,-10.124108996929824,moron
-12.457166240350896,-11.182409749561396,-13.587465622807018,-11.606733839035092,mortal
-12.92649920131578,-12.260346394736846,-14.543976664473671,-11.77263317894737,mountaineer
-10.31434734342106,-12.073065338157893,-12.230082173245606,-9.078717878070172,mouse
-11.376596168421056,-12.990021063596485,-12.773357888157895,-10.463625749561414,mover
-10.144347834210523,-12.533554102192976,-12.889324811403515,-10.286162877192984,murderer
-10.326157492982457,-10.331284204385977,-12.533589817543847,-9.698003105263163,mutant
-11.295677911403509,-10.694765211842098,-13.129091859649131,-10.987285814473688,mute
-10.648986725877196,-10.181012222807023,-13.018548195175436,-10.250624292982447,namesake
